School.Name,State,School.Sector,School.Type,Geolocation,ICSEA,Full.Time.Teaching.Staff,Full.Time.Non.Teaching.Staff,Total.Enrolments,Girls.Enrolments,Boys.Enrolments,Indigenous.Enrolments.Percentage,LBOTE.Percentage
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1028,19.1,12.7,312,161,151,4,8
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,990,20.1,12.1,359,180,179,13,2
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1025,18.4,10.1,321,179,142,7,6
St Mary's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1027,23.6,10.2,370,181,189,4,5
St Mary's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1031,20.4,9.9,352,188,164,9,5
St Mary's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1045,21.2,10.3,377,205,172,5,16
St Patrick's Catholic Primary School,QLD,Catholic,Primary,Outer Regional,1012,29.9,10.7,493,254,239,3,10
St Patrick's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1042,28.7,13.4,486,245,241,5,10
St Peter's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1051,19.9,8.9,345,154,191,8,8
St Therese's Catholic Primary School,QLD,Catholic,Primary,Outer Regional,1007,8.2,2.4,79,40,39,1,10
St Kieran's Catholic School,QLD,Catholic,Primary,Remote,978,11.2,8.1,155,77,78,20,13
Holy Spirit Catholic School,QLD,Catholic,Primary,Outer Regional,1045,37.5,23.7,681,325,356,6,9
Our Lady of Lourdes Primary School,QLD,Catholic,Primary,Outer Regional,1005,17.1,9.6,296,152,144,6,1
St Catherine's Catholic College The Whitsundays,QLD,Catholic,Combined,Outer Regional,1029,50,33,584,307,277,4,3
St Colman's School,QLD,Catholic,Primary,Outer Regional,977,4.2,2.6,62,22,40,8,3
St Francis Catholic School,QLD,Catholic,Primary,Very Remote,1027,4,2.3,41,22,19,5,7
St Francis' School,QLD,Catholic,Primary,Outer Regional,1016,17.6,9.9,281,131,150,4,6
St John Bosco Catholic School,QLD,Catholic,Primary,Remote,962,5.6,5.4,64,28,36,8,9
St Joseph's Catholic School,QLD,Catholic,Combined,Remote,1009,16.7,6.6,138,53,85,12,6
St Joseph's Catholic School,QLD,Catholic,Primary,Outer Regional,1068,21.5,14.8,369,197,172,5,11
St Joseph's Catholic School,QLD,Catholic,Primary,Remote,1042,19.4,11.9,294,159,135,8,17
"St Joseph's Catholic School, The Strand",QLD,Catholic,Primary,Outer Regional,1106,22.1,14.7,367,193,174,3,5
St Mary's Catholic School,QLD,Catholic,Primary,Outer Regional,963,8.7,7.1,120,63,57,10,3
St Patrick's Catholic School,QLD,Catholic,Primary,Very Remote,995,3,2.3,20,11,9,5,0
St Peter's Catholic School,QLD,Catholic,Primary,Remote,929,4.2,3.7,55,23,32,20,2
St Michael's Catholic School,QLD,Catholic,Primary,Remote,630,12.4,11.2,123,62,61,100,99
Good Counsel Primary School,QLD,Catholic,Primary,Outer Regional,997,20.8,13.2,321,157,164,16,16
Mother of Good Counsel School,QLD,Catholic,Primary,Outer Regional,1086,21.3,10,372,205,167,2,15
Our Lady Help of Christians School,QLD,Catholic,Primary,Outer Regional,1047,31.2,19.8,551,286,265,7,14
Our Lady of the Sacred Heart School,QLD,Catholic,Primary,Very Remote,920,12.4,8.6,117,56,61,61,56
St Anthony's School,QLD,Catholic,Primary,Outer Regional,1004,5,3.3,40,15,25,8,13
St Augustine's School,QLD,Catholic,Primary,Outer Regional,1007,13.2,4.7,180,86,94,14,9
St Clare's School,QLD,Catholic,Primary,Outer Regional,1015,10.8,6.1,159,80,79,3,9
St Francis Xavier's School,QLD,Catholic,Primary,Outer Regional,1021,31.8,12,490,248,242,11,33
St John's School,QLD,Catholic,Primary,Outer Regional,969,6.9,3.9,68,41,27,10,15
St Joseph's School,QLD,Catholic,Primary,Outer Regional,1050,17.7,8.6,267,125,142,6,5
St Joseph's School,QLD,Catholic,Primary,Outer Regional,1060,22,13.1,385,195,190,11,13
St Michael's School,QLD,Catholic,Primary,Outer Regional,1005,20.2,12.7,316,140,176,15,10
St Rita's School,QLD,Catholic,Primary,Outer Regional,862,4.6,2.5,28,14,14,57,7
St Rita's School,QLD,Catholic,Primary,Outer Regional,987,8.4,4.7,102,50,52,9,3
St Teresa's School,QLD,Catholic,Primary,Outer Regional,913,7.3,4.8,82,39,43,21,4
St Therese's School,QLD,Catholic,Primary,Outer Regional,1005,39.2,20.1,628,302,326,13,8
St Thomas' School,QLD,Catholic,Primary,Outer Regional,1014,26.2,16.5,425,221,204,11,6
Iona College,QLD,Catholic,Combined,Major Cities,1087,117.7,60.4,1617,0,1617,2,7
Padua College,QLD,Catholic,Combined,Major Cities,1101,94.7,52.3,1342,0,1342,1,7
St Columban's College,QLD,Catholic,Secondary,Major Cities,1020,80.1,45.2,1022,491,531,5,7
St James College,QLD,Catholic,Secondary,Major Cities,983,39.9,33.6,441,139,302,5,77
St Joseph's College,QLD,Catholic,Combined,Major Cities,1180,128.6,76.8,1657,0,1657,1,15
St Laurence's College,QLD,Catholic,Combined,Major Cities,1108,147.8,74.6,1905,0,1905,2,15
Marist College Ashgrove,QLD,Catholic,Combined,Major Cities,1134,129.2,93,1635,0,1635,3,8
St Patrick's College,QLD,Catholic,Combined,Major Cities,1073,101.8,60.6,1332,0,1332,2,14
Villanova College,QLD,Catholic,Combined,Major Cities,1130,91.3,55.4,1269,0,1269,0,11
Assisi Catholic College,QLD,Catholic,Combined,Major Cities,1061,90.8,43,1387,702,685,2,6
Aquinas College,QLD,Catholic,Secondary,Major Cities,1049,83.4,38.8,980,483,497,2,6
St Joseph's College,QLD,Catholic,Secondary,Inner Regional,1032,65,35.3,845,433,412,3,8
St John's School,QLD,Catholic,Combined,Outer Regional,1017,55.5,19,722,359,363,8,10
St Mary's College,QLD,Catholic,Combined,Inner Regional,1020,72.1,34.2,851,0,851,5,10
Gilroy Santa Maria College,QLD,Catholic,Secondary,Outer Regional,983,29,18.3,279,151,128,13,0
Ryan Catholic College,QLD,Catholic,Combined,Outer Regional,1031,136.6,79.9,1891,1060,831,8,10
St Augustine's College,QLD,Catholic,Secondary,Outer Regional,1069,61.3,28.6,759,0,759,7,12
Brigidine College,QLD,Catholic,Secondary,Major Cities,1117,64.2,36.2,767,767,0,2,13
St John Fisher College,QLD,Catholic,Secondary,Major Cities,1047,43.9,16.8,498,498,0,5,13
Mary MacKillop College,QLD,Catholic,Secondary,Major Cities,1071,40.4,16,522,522,0,3,14
Loreto College Coorparoo,QLD,Catholic,Secondary,Major Cities,1132,69.4,38.8,858,858,0,1,14
Lourdes Hill College,QLD,Catholic,Secondary,Major Cities,1110,85.7,55.7,1271,1271,0,2,12
Mount Alvernia College,QLD,Catholic,Secondary,Major Cities,1090,69.2,38.2,846,846,0,1,4
Mt St Michael's College,QLD,Catholic,Secondary,Major Cities,1144,68.6,31.7,839,839,0,1,6
Our Lady's College,QLD,Catholic,Secondary,Major Cities,1049,27.7,12.4,295,295,0,1,43
San Sisto College,QLD,Catholic,Secondary,Major Cities,1077,56.6,22.7,741,741,0,2,6
Seton College,QLD,Catholic,Secondary,Major Cities,995,44.6,37.7,315,97,218,4,3
Stuartholme School,QLD,Catholic,Secondary,Major Cities,1144,56.6,40.4,674,674,0,2,5
St Edmund's College,QLD,Catholic,Secondary,Major Cities,1026,84.6,52.7,1026,0,1026,4,4
St Joseph's Nudgee College,QLD,Catholic,Combined,Major Cities,1099,128.6,88.3,1591,0,1591,3,11
Trinity College,QLD,Catholic,Secondary,Major Cities,1017,68.8,27.2,810,393,417,2,9
St Mary's College,QLD,Catholic,Secondary,Major Cities,1034,47.7,26.4,587,587,0,4,5
All Hallows' School,QLD,Catholic,Combined,Major Cities,1182,115.2,89.9,1562,1562,0,1,5
St Peter Claver College,QLD,Catholic,Secondary,Major Cities,1014,81.8,36.1,997,542,455,5,14
St Rita's College,QLD,Catholic,Secondary,Major Cities,1131,72.6,40.5,1004,1004,0,1,4
St Thomas More College,QLD,Catholic,Secondary,Major Cities,1055,81.7,26.8,1046,505,541,2,20
Clairvaux MacKillop College,QLD,Catholic,Secondary,Major Cities,1056,105.3,45,1284,626,658,1,14
St Michael's College,QLD,Catholic,Secondary,Major Cities,1043,68.7,28,840,403,437,2,4
Chisholm Catholic College,QLD,Catholic,Secondary,Major Cities,1042,67.3,28.8,872,409,463,1,8
Marymount College,QLD,Catholic,Secondary,Major Cities,1063,98.4,38.8,1231,603,628,2,4
St Joseph's Primary School,QLD,Catholic,Primary,Major Cities,1051,21,11.1,384,195,189,3,5
St Mary's College,QLD,Catholic,Secondary,Inner Regional,1032,31.5,19.7,353,171,182,4,2
Saint Mary's Catholic College,QLD,Catholic,Combined,Inner Regional,1006,37.6,20.4,426,238,188,7,3
St Patrick's College,QLD,Catholic,Secondary,Inner Regional,1034,33.9,16.1,436,226,210,6,3
Assumption College,QLD,Catholic,Secondary,Inner Regional,1016,39,15.7,438,231,207,4,4
Downlands College,QLD,Catholic,Combined,Inner Regional,1041,75.3,34.5,864,365,499,9,7
St Joseph's School,QLD,Catholic,Combined,Outer Regional,1022,31.8,11.3,338,188,150,4,5
St Francis Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1021,16.3,7.4,216,107,109,1,13
St Saviour's College,QLD,Catholic,Secondary,Inner Regional,969,20.1,9.5,152,152,0,25,29
St Ursula's College,QLD,Catholic,Secondary,Inner Regional,1059,47.6,34.4,494,494,0,4,7
Shalom College,QLD,Catholic,Secondary,Inner Regional,1028,103.6,69,1392,697,695,4,6
Emmaus College,QLD,Catholic,Secondary,Inner Regional,998,92.2,59.6,1242,595,647,10,8
Chanel College,QLD,Catholic,Secondary,Inner Regional,1029,45.8,29.1,539,274,265,5,10
Mercy College,QLD,Catholic,Secondary,Inner Regional,1033,67,42.3,969,509,460,4,8
Our Lady's Catholic Primary School,QLD,Catholic,Primary,Very Remote,980,8.4,4.6,98,47,51,11,4
St Brendan's College,QLD,Catholic,Secondary,Inner Regional,961,55.8,35.8,682,0,682,20,10
St Ursula's College,QLD,Catholic,Secondary,Inner Regional,1007,37.5,17.3,428,428,0,11,5
Good Shepherd Catholic College,QLD,Catholic,Secondary,Remote,984,47,26,495,240,255,15,16
Burdekin Catholic High School,QLD,Catholic,Secondary,Outer Regional,1009,42.6,20.8,428,228,200,3,7
Ignatius Park College,QLD,Catholic,Secondary,Outer Regional,1026,85.5,49.6,1033,0,1033,9,5
St Thomas More Primary School,QLD,Catholic,Primary,Major Cities,1078,42,20.4,741,365,376,1,2
St Margaret Mary's College,QLD,Catholic,Secondary,Outer Regional,1042,58.1,24.8,685,685,0,8,9
St Eugene College,QLD,Catholic,Combined,Major Cities,1032,75,34.7,1103,577,526,3,4
St Patrick's College Townsville,QLD,Catholic,Secondary,Outer Regional,969,46.6,22.2,475,475,0,32,26
St Teresa's College,QLD,Catholic,Secondary,Remote,687,28.8,27,158,0,158,97,50
St Paul's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,986,18.8,9.8,318,159,159,9,6
The Cathedral College,QLD,Catholic,Secondary,Inner Regional,1017,78.7,47.9,1214,609,605,8,5
Good Counsel College,QLD,Catholic,Secondary,Outer Regional,1002,34.9,23.1,358,185,173,8,12
Mount St Bernard College,QLD,Catholic,Secondary,Outer Regional,807,30.1,24.4,164,100,64,73,50
St Mary's Catholic College,QLD,Catholic,Secondary,Outer Regional,1029,64.9,39.9,883,444,439,7,13
St Monica's College,QLD,Catholic,Secondary,Outer Regional,1069,58.8,22,674,674,0,7,11
Unity College,QLD,Catholic,Combined,Major Cities,1057,100.1,51.8,1440,738,702,4,5
St Brigid's Catholic Primary School,QLD,Catholic,Primary,Major Cities,1028,24.9,9.9,401,190,211,2,4
St Rita's Primary School,QLD,Catholic,Primary,Major Cities,1038,31.9,15.8,528,264,264,2,5
Carmel College,QLD,Catholic,Secondary,Major Cities,1050,89.6,28.4,1165,642,523,3,3
All Saints Primary School,QLD,Catholic,Primary,Major Cities,1108,36.5,18.5,631,336,295,1,4
St Luke's Catholic Parish School,QLD,Catholic,Primary,Major Cities,1067,21.7,9.8,360,188,172,1,4
Deception Bay Flexible Learning Centre,QLD,Catholic,Special,Major Cities,100,14.3,8.6,136,57,79,19,0
Noosa Flexible Learning Centre,QLD,Catholic,Special,Major Cities,926,7.4,10.7,93,44,49,15,0
Townsville Flexible Learning Centre,QLD,Catholic,Special,Outer Regional,860,15.1,16.3,160,62,98,46,1
St Benedict's Primary School,QLD,Catholic,Primary,Major Cities,1081,37,18.1,685,339,346,3,14
Star of the Sea Primary School,QLD,Catholic,Primary,Major Cities,1068,15,6.7,189,95,94,3,9
St Benedict's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,1050,18.5,7.8,303,133,170,5,8
Holy Cross School,QLD,Catholic,Primary,Outer Regional,1059,33.7,18.3,524,248,276,5,12
Mount Isa Flexible Learning Centre,QLD,Catholic,Special,Remote,729,4.7,5.2,42,18,24,88,21
Lighthouse Christian School,QLD,Independent,Combined,Inner Regional,997,20.9,19.1,267,137,130,9,17
Fraser Coast Anglican College,QLD,Independent,Combined,Inner Regional,1100,44.6,31.6,669,311,358,0,18
Tamborine Mountain College,QLD,Independent,Combined,Major Cities,1056,35.8,15.2,495,249,246,1,3
Islamic College of Brisbane,QLD,Independent,Combined,Major Cities,1072,86.9,33.6,1165,624,541,0,95
The River School,QLD,Independent,Primary,Inner Regional,1075,8.6,7.7,121,55,66,2,18
Saint Stephen's College,QLD,Independent,Combined,Major Cities,1106,97.4,65.2,1262,664,598,1,37
Noosa Pengari Steiner School,QLD,Independent,Combined,Major Cities,1077,22,15.1,321,170,151,0,14
Bundaberg Christian College,QLD,Independent,Combined,Inner Regional,1031,44.8,27.7,612,301,311,2,8
Whitsunday Christian College,QLD,Independent,Combined,Outer Regional,1047,22.8,16.3,313,155,158,3,8
Coomera Anglican College,QLD,Independent,Combined,Major Cities,1076,90.5,61.8,1436,743,693,1,8
Sheldon College,QLD,Independent,Combined,Major Cities,1116,101,84,1290,671,619,1,23
Sunshine Coast Grammar School,QLD,Independent,Combined,Major Cities,1128,98.2,65.7,1271,625,646,1,9
Faith Baptist Christian School,QLD,Independent,Combined,Inner Regional,1001,5,9.7,83,42,41,7,5
Silkwood School,QLD,Independent,Combined,Major Cities,1069,43,29.1,610,314,296,2,3
Glenvale Christian School,QLD,Independent,Primary,Inner Regional,1028,7.3,4.6,103,51,52,3,12
Australian Christian College - Moreton,QLD,Independent,Combined,Major Cities,1026,67,16.2,1284,708,576,3,5
Caboolture Montessori School,QLD,Independent,Primary,Major Cities,1072,13.3,16.5,159,78,81,3,31
Toogoolawa School,QLD,Independent,Special,Major Cities,897,5,23.2,107,0,107,11,27
Groves Christian College,QLD,Independent,Combined,Major Cities,989,88.9,61.9,1502,776,726,6,29
Brisbane Adventist College,QLD,Independent,Combined,Major Cities,1065,41.2,17.6,534,271,263,2,19
Faith Lutheran College - Plainland,QLD,Independent,Secondary,Inner Regional,999,57.8,45,689,352,337,6,10
Carinity Education - Southside,QLD,Independent,Special,Major Cities,,12,12,105,105,0,37,0
Kimberley College,QLD,Independent,Combined,Major Cities,,53.6,28.4,738,368,370,1,0
Glasshouse Christian College,QLD,Independent,Combined,Inner Regional,1032,69.3,48.3,1075,538,537,3,3
Emerald Christian College,QLD,Independent,Combined,Outer Regional,997,19.2,15.7,215,109,106,4,7
Parklands Christian College,QLD,Independent,Combined,Major Cities,1027,42.6,48.8,700,357,343,2,15
Pacific Lutheran College,QLD,Independent,Combined,Major Cities,1109,71.7,46.1,990,493,497,1,0
Living Faith Lutheran Primary School,QLD,Independent,Primary,Major Cities,1081,26.7,26.7,482,216,266,1,12
Peregian Beach College,QLD,Independent,Combined,Major Cities,1075,15.8,10.6,178,61,117,1,12
Carinity Education - Glendyne,QLD,Independent,Special,Inner Regional,889,10.8,15.6,126,47,79,17,2
Livingstone Christian College,QLD,Independent,Combined,Major Cities,1044,66.6,47.4,1126,560,566,2,6
Cairns Hinterland Steiner School,QLD,Independent,Combined,Outer Regional,,15.2,13.8,172,87,85,2,26
Agnew School,QLD,Independent,Combined,Major Cities,1012,36.4,9.4,290,151,139,0,0
Trinity Lutheran College,QLD,Independent,Combined,Major Cities,1085,81.8,36,1112,579,533,0,13
Moreton Bay Boys College,QLD,Independent,Combined,Major Cities,1135,46.5,20.2,487,0,487,1,40
St Andrew's Anglican College,QLD,Independent,Combined,Major Cities,1136,97.4,65.5,1277,621,656,1,7
Townsville Grammar School,QLD,Independent,Combined,Outer Regional,1130,89.5,62.8,1135,554,581,2,27
Good Shepherd Christian School,QLD,Independent,Combined,Major Cities,1010,11.6,7.4,127,65,62,8,7
Caloundra City Private School,QLD,Independent,Combined,Major Cities,1090,19.9,9.8,249,116,133,3,11
Noosa Christian College,QLD,Independent,Combined,Inner Regional,1039,21.1,8.8,253,119,134,2,2
St James Lutheran College,QLD,Independent,Combined,Inner Regional,1026,46,33.8,659,336,323,5,10
Australian International Islamic College,QLD,Independent,Combined,Major Cities,981,63,30.4,813,437,376,0,94
The Lakes College,QLD,Independent,Combined,Major Cities,1107,69.3,37.9,874,442,432,1,25
Coolum Beach Christian College,QLD,Independent,Combined,Inner Regional,1066,30.5,15.4,366,184,182,2,0
Hillbrook Anglican School,QLD,Independent,Secondary,Major Cities,1171,61.5,36,743,371,372,1,6
Toowoomba Anglican School,QLD,Independent,Combined,Inner Regional,1118,41.4,26.7,532,251,281,3,11
Canterbury College,QLD,Independent,Combined,Major Cities,1064,106.2,44,1352,684,668,1,21
Anglican Church Grammar School,QLD,Independent,Combined,Major Cities,1165,148.6,96,1792,0,1792,1,0
Trinity Anglican School,QLD,Independent,Combined,Outer Regional,1116,62.3,40.9,677,329,348,2,28
St Aidan's Anglican Girls School,QLD,Independent,Combined,Major Cities,1175,72.5,46.7,825,825,0,0,22
St Paul's School,QLD,Independent,Combined,Major Cities,1135,93,60.8,1212,553,659,1,29
St Margaret's Anglican Girls School,QLD,Independent,Combined,Major Cities,1158,86.8,55.9,998,998,0,2,21
All Souls St Gabriels School,QLD,Independent,Combined,Outer Regional,969,41,26.2,392,199,193,14,2
All Saints Anglican School,QLD,Independent,Combined,Major Cities,1140,146,77.4,1782,913,869,1,16
The Southport School,QLD,Independent,Combined,Major Cities,1109,126.8,86.9,1555,0,1555,1,15
The Cathedral School of St Anne and St James,QLD,Independent,Combined,Outer Regional,1101,80.9,59,953,523,430,7,10
Matthew Flinders Anglican College,QLD,Independent,Combined,Major Cities,1139,120.9,70,1313,645,668,1,9
West Moreton Anglican College,QLD,Independent,Combined,Major Cities,1064,98.5,74.2,1395,765,630,2,5
St Hilda's School,QLD,Independent,Combined,Major Cities,1126,97.1,84.4,1130,1130,0,2,24
St Luke's Anglican School,QLD,Independent,Combined,Inner Regional,1097,55,38.9,718,323,395,1,17
St John's Anglican College,QLD,Independent,Combined,Major Cities,1110,70.5,46.5,1000,471,529,1,36
The Glennie School,QLD,Independent,Combined,Inner Regional,1088,61.9,42.7,722,722,0,3,9
Brisbane Boys' College,QLD,Independent,Combined,Major Cities,1159,131.2,88.2,1484,0,1484,1,20
Clayfield College,QLD,Independent,Combined,Major Cities,1140,63.2,34.1,516,459,57,4,29
The Kooralbyn International School,QLD,Independent,Combined,Inner Regional,987,23.3,17.1,317,172,145,9,0
Somerville House,QLD,Independent,Combined,Major Cities,1187,111.1,93.8,1243,1243,0,0,20
Fairholme College,QLD,Independent,Combined,Inner Regional,1106,62.5,37.8,689,689,0,2,9
Northpine Christian College,QLD,Independent,Combined,Major Cities,1053,62.9,26.3,929,433,496,2,9
Gold Coast Christian College,QLD,Independent,Combined,Major Cities,1066,19.4,15.5,247,114,133,4,5
Ipswich Adventist School,QLD,Independent,Primary,Major Cities,1015,7.7,3.9,108,57,51,6,12
Darling Downs Christian School,QLD,Independent,Combined,Inner Regional,1028,18.5,6.4,210,113,97,5,63
Coral Coast Christian School,QLD,Independent,Primary,Inner Regional,,3.4,2.3,23,16,7,17,0
Cairns Adventist College,QLD,Independent,Primary,Outer Regional,905,6,3.7,87,38,49,40,11
Riverside Adventist Christian School,QLD,Independent,Primary,Outer Regional,1006,4,2.4,43,22,21,19,23
Carlisle Adventist Christian College,QLD,Independent,Combined,Inner Regional,951,21.4,11.1,260,136,124,14,1
